algo,emplacement,taille,temps
recursif,data/testset1,51200,1.8403480052947998
recursif,data/testset1,51200,1.8128111362457275
recursif,data/testset1,51200,1.8303449153900146
recursif,data/testset1,51200,1.8352441787719727
recursif,data/testset1,51200,1.8402111530303955
recursif,data/testset1,51200,1.8388230800628662
recursif,data/testset1,6400,0.17441606521606445
recursif,data/testset1,6400,0.16869401931762695
recursif,data/testset1,6400,0.1655280590057373
recursif,data/testset1,6400,0.1646711826324463
recursif,data/testset1,6400,0.17915821075439453
recursif,data/testset1,6400,0.17019915580749512
recursif,data/testset1,6400,0.16977190971374512
recursif,data/testset1,6400,0.16675400733947754
recursif,data/testset1,6400,0.16559386253356934
recursif,data/testset1,6400,0.1645357608795166
recursif,data/testset1,800,0.013854026794433594
recursif,data/testset1,800,0.012990951538085938
recursif,data/testset1,800,0.015048980712890625
recursif,data/testset1,800,0.012784957885742188
recursif,data/testset1,800,0.013983011245727539
recursif,data/testset1,800,0.015796899795532227
recursif,data/testset1,800,0.014460086822509766
recursif,data/testset1,800,0.015174150466918945
recursif,data/testset1,800,0.014153003692626953
recursif,data/testset1,800,0.013327836990356445
seuil,data/testset1,102400,3.688511848449707
seuil,data/testset1,102400,3.7883830070495605
seuil,data/testset1,102400,3.7273762226104736
seuil,data/testset1,102400,3.735069990158081
seuil,data/testset1,102400,3.726541042327881
seuil,data/testset1,102400,3.6816866397857666
seuil,data/testset1,102400,3.7307610511779785
seuil,data/testset1,102400,3.7370858192443848
seuil,data/testset1,102400,3.9599318504333496
seuil,data/testset1,102400,4.449843883514404
seuil,data/testset1,12800,0.4695291519165039
seuil,data/testset1,12800,0.35956883430480957
seuil,data/testset1,12800,0.47801804542541504
seuil,data/testset1,12800,0.40385985374450684
seuil,data/testset1,12800,0.5248370170593262
seuil,data/testset1,12800,1.3998000621795654
seuil,data/testset1,12800,0.5974941253662109
seuil,data/testset1,12800,0.5500290393829346
seuil,data/testset1,12800,0.4058222770690918
seuil,data/testset1,12800,0.38433384895324707
seuil,data/testset1,1600,0.08554697036743164
seuil,data/testset1,1600,0.09477019309997559
seuil,data/testset1,1600,0.05052995681762695
seuil,data/testset1,1600,0.0722050666809082
seuil,data/testset1,1600,0.19910025596618652
seuil,data/testset1,1600,0.06638407707214355
seuil,data/testset1,1600,0.12732696533203125
seuil,data/testset1,1600,0.06427693367004395
seuil,data/testset1,1600,0.05297207832336426
seuil,data/testset1,1600,0.042530059814453125
seuil,data/testset1,200,0.002044200897216797
seuil,data/testset1,200,0.011254072189331055
seuil,data/testset1,200,0.00499415397644043
seuil,data/testset1,200,0.00400090217590332
seuil,data/testset1,200,0.003225088119506836
seuil,data/testset1,200,0.006532907485961914
seuil,data/testset1,200,0.0030663013458251953
seuil,data/testset1,200,0.0031270980834960938
seuil,data/testset1,200,0.00409698486328125
seuil,data/testset1,200,0.002427816390991211
seuil,data/testset1,25600,1.556075096130371
seuil,data/testset1,25600,1.7205398082733154
seuil,data/testset1,25600,1.0785229206085205
seuil,data/testset1,25600,1.3145520687103271
seuil,data/testset1,25600,0.989487886428833
seuil,data/testset1,25600,0.9993188381195068
seuil,data/testset1,25600,1.1406981945037842
seuil,data/testset1,25600,0.975877046585083
seuil,data/testset1,25600,0.9856071472167969
seuil,data/testset1,25600,0.9727187156677246
seuil,data/testset1,3200,0.14705777168273926
seuil,data/testset1,3200,0.09185791015625
seuil,data/testset1,3200,0.07878398895263672
seuil,data/testset1,3200,0.08424496650695801
seuil,data/testset1,3200,0.09249496459960938
seuil,data/testset1,3200,0.07715511322021484
seuil,data/testset1,3200,0.08107519149780273
seuil,data/testset1,3200,0.07636713981628418
seuil,data/testset1,3200,0.08534502983093262
seuil,data/testset1,3200,0.08433103561401367
seuil,data/testset1,400,0.0067861080169677734
seuil,data/testset1,400,0.006140947341918945
seuil,data/testset1,400,0.00608515739440918
seuil,data/testset1,400,0.0076982975006103516
seuil,data/testset1,400,0.006050825119018555
seuil,data/testset1,400,0.005515098571777344
seuil,data/testset1,400,0.005749940872192383
seuil,data/testset1,400,0.006655216217041016
seuil,data/testset1,400,0.0056209564208984375
seuil,data/testset1,400,0.004746913909912109
seuil,data/testset1,51200,2.2041878700256348
seuil,data/testset1,51200,2.1551451683044434
seuil,data/testset1,51200,2.459096908569336
seuil,data/testset1,51200,2.3016293048858643
seuil,data/testset1,51200,2.1235079765319824
seuil,data/testset1,51200,2.1062610149383545
seuil,data/testset1,51200,2.0939748287200928
seuil,data/testset1,51200,2.1689209938049316
seuil,data/testset1,51200,2.7253410816192627
seuil,data/testset1,51200,2.5745368003845215
seuil,data/testset1,6400,0.18316292762756348
seuil,data/testset1,6400,0.20906496047973633
seuil,data/testset1,6400,0.18749308586120605
seuil,data/testset1,6400,0.18633508682250977
seuil,data/testset1,6400,0.20545697212219238
seuil,data/testset1,6400,0.18900299072265625
seuil,data/testset1,6400,0.1900167465209961
seuil,data/testset1,6400,0.20573687553405762
seuil,data/testset1,6400,0.18871569633483887
seuil,data/testset1,6400,0.26816511154174805
seuil,data/testset1,800,0.02083110809326172
seuil,data/testset1,800,0.02653217315673828
seuil,data/testset1,800,0.027151107788085938
seuil,data/testset1,800,0.011714935302734375
seuil,data/testset1,800,0.019324779510498047
seuil,data/testset1,800,0.020702123641967773
seuil,data/testset1,800,0.019958019256591797
seuil,data/testset1,800,0.017052173614501953
seuil,data/testset1,800,0.012763738632202148
seuil,data/testset1,800,0.016821861267089844
